0.000000E+00	1.180610E-01	-1.992003E-03	3.109253E-01	-1.133042E-02	8.076013E-03	8.652014E-03	
1.660280E-02	9.771856E-02	-9.816736E-02	3.094661E-01	-1.255682E-02	7.243211E-03	6.703211E-03	
3.283770E-02	1.210178E-01	8.468173E-02	2.978693E-01	-1.309202E-02	8.188813E-03	5.272808E-03	
4.987990E-02	1.248962E-01	1.657971E-01	2.585284E-01	-1.604403E-02	6.964811E-03	1.125602E-03	
6.637200E-02	1.313090E-01	1.716963E-02	2.703076E-01	-1.815843E-02	7.221612E-03	2.980805E-03	
8.316400E-02	5.487369E-02	9.708735E-02	3.771846E-01	-2.177523E-02	7.603212E-03	5.724009E-03	
9.982200E-02	9.571216E-02	1.358306E-01	3.137381E-01	-2.382484E-02	7.197611E-03	1.380002E-03	
1.164514E-01	2.997125E-02	1.441802E-01	2.593444E-01	-2.445364E-02	7.348812E-03	4.173607E-03	
1.333693E-01	3.485958E-01	1.669899E-01	3.218885E-01	-2.596324E-02	7.492812E-03	1.660803E-03	
1.511001E-01	1.020482E-01	1.629123E-01	2.744356E-01	-2.894405E-02	5.551209E-03	2.680804E-03	
1.673846E-01	1.826979E-01	2.413948E-01	2.195908E-01	-2.937365E-02	6.132010E-03	6.544810E-03	
1.839992E-01	9.073935E-02	1.789395E-01	3.595782E-01	-3.175205E-02	6.859211E-03	2.510404E-03	
2.008343E-01	1.556163E-01	2.114427E-01	2.180835E-01	-2.813525E-02	5.976010E-03	6.950411E-03	
2.175218E-01	1.096322E-01	1.493954E-01	1.726755E-01	-2.974325E-02	8.445613E-03	5.464809E-03	
2.399773E-01	3.607686E-02	2.227516E-01	2.503012E-01	-2.948405E-02	4.970408E-03	5.822409E-03	
2.509403E-01	2.741476E-01	6.405611E-02	2.947013E-01	-2.816164E-02	5.222409E-03	4.327207E-03	
2.674216E-01	1.236674E-01	1.562186E-01	3.150245E-01	-2.579764E-02	7.257611E-03	2.671204E-03	
2.842483E-01	1.321346E-01	1.123682E-01	3.027077E-01	-2.528164E-02	8.196013E-03	7.389612E-03	
3.008322E-01	1.039106E-01	6.836411E-02	2.724868E-01	-2.565364E-02	7.816813E-03	3.859206E-03	
3.172779E-01	1.088450E-01	1.615155E-01	3.147941E-01	-2.478964E-02	7.821612E-03	2.445604E-03	
3.342648E-01	2.827013E-01	-2.785924E-02	2.543236E-01	-2.405044E-02	4.296007E-03	5.937609E-03	
3.500099E-01	1.256546E-01	1.609467E-01	2.542372E-01	-2.178963E-02	6.580811E-03	2.532004E-03	
3.665492E-01	7.104011E-03	7.277051E-02	2.816356E-01	-1.954323E-02	5.407209E-03	4.502407E-03	
3.832481E-01	1.099394E-01	7.450812E-02	1.424066E-01	-1.901283E-02	6.026410E-03	3.799206E-03	
4.000793E-01	6.806411E-02	-2.892005E-03	2.187939E-01	-1.779843E-02	4.951208E-03	1.804803E-03	
4.176897E-01	1.466114E-01	5.712489E-02	2.786788E-01	-1.591923E-02	2.395204E-03	3.602406E-03	
4.340005E-01	1.766019E-01	1.568402E-01	3.205157E-01	-1.785123E-02	-1.471202E-03	-1.245602E-03	
4.521844E-01	7.171211E-02	4.151047E-02	3.083429E-01	-1.568883E-02	5.328008E-03	2.988005E-03	
4.678678E-01	1.236866E-01	1.013378E-01	1.917603E-01	-1.384322E-02	2.160003E-03	-5.328009E-04	
4.845099E-01	6.595211E-02	1.341650E-01	1.647459E-01	-1.295282E-02	2.272804E-03	-1.797603E-03	
5.000258E-01	2.056131E-01	1.256810E-01	4.171879E-01	-1.257122E-02	4.056006E-04	5.661609E-03	
5.169657E-01	9.701776E-02	-4.528807E-03	2.449252E-01	-1.441922E-02	3.576006E-04	2.836805E-03	
5.335348E-01	-3.341765E-02	9.651855E-02	1.863843E-01	-1.244402E-02	4.106407E-03	-4.848008E-04	
5.504156E-01	1.447778E-01	-6.000010E-03	3.009701E-01	-1.123922E-02	2.246404E-03	2.798405E-03	
5.668710E-01	7.679053E-02	4.373287E-02	2.006499E-01	-1.385042E-02	3.758406E-03	4.538407E-03	
5.835778E-01	1.478978E-01	6.663851E-02	2.719972E-01	-1.505282E-02	7.132811E-03	4.159207E-03	
6.001213E-01	2.613124E-02	1.050458E-01	2.545444E-01	-1.625523E-02	5.280009E-03	2.980805E-03	
6.169045E-01	1.315490E-01	3.022805E-02	1.923651E-01	-1.756803E-02	4.852808E-03	5.378409E-03	
6.336908E-01	2.591524E-01	-2.932325E-02	2.143779E-01	-1.894323E-02	5.356809E-03	7.754412E-03	
6.502836E-01	-8.398093E-02	8.185693E-02	2.768068E-01	-2.171043E-02	8.126413E-03	6.175210E-03	
6.671625E-01	7.188492E-02	7.965612E-02	1.856355E-01	-2.193123E-02	6.321610E-03	7.360812E-03	
6.843503E-01	9.600016E-05	-5.467209E-03	2.493316E-01	-2.042403E-02	7.041611E-03	8.438414E-03	
7.002589E-01	7.872012E-02	7.881852E-02	1.095554E-01	-2.189763E-02	5.227208E-03	1.501442E-02	
